質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,注目度,回答競争率,受付終了まで,URL,本文冒頭
2026/1/11 5:37,交通事故,shi********,0時間14分,0,5,0.357,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161353,片側一車線の道路です。 反対側の車線に商店街の駐車場から入ろうとした 車が、ハンドルの切り方が甘く（...
2026/1/11 5:37,飲食店,leuk,0時間14分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161352,ハーフサイズ専門店とか、一口だけ専門店とか、少なめ量の専門店とか、そういう飲食店って、少食の人や高齢...
2026/1/11 5:37,大学受験,b6be243e0,0時間14分,0,1,0.071,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161351,Kパックについて 今回690点だったのですが本番ではどれくらいとれそうですか 理系です 受験 大学 ...
2026/1/11 5:37,恋愛相談、人間関係の悩み,aph********,0時間14分,0,4,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161350,三連休は無職がバレないから引きこもりや浪人生は元気になるんですか？
2026/1/11 5:36,恋愛相談,1151271628,0時間15分,3,30,2.0,10.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161347,彼氏以外の人とスキンシップしてしまいました。彼氏以外の男性に、肩を組んだり、腕を掴んで介抱してもらい...
2026/1/11 5:36,Google フォト,非公開,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161346,Googleフォトの写真を削除したらゴミ箱に入ってるのと入ってないのがあるのはなぜでしょうか？
2026/1/11 5:36,恋愛相談、人間関係の悩み,250123,0時間15分,2,15,1.0,13.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161345,学生です。自分の顔が嫌いです。 私は彼氏が出来たことがありません。 兄はいわゆるイケメンで、凄くモテ...
2026/1/11 5:36,大学受験,官職剥奪,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161344,早稲田文学部の国語はなぜあんなにも平均点が高いんですか？ 難易度的には早稲田の中でも難しい部類に感じ...
2026/1/11 5:36,恋愛相談、人間関係の悩み,☆☆☆☆☆☆☆☆☆☆,0時間15分,1,2,0.133,50.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161342,ポケモンのマリィは好きですか？
2026/1/11 5:36,宗教,jce********,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161341,聖書の「宮清め」の章は、どういう意味の逸話なんでしょうか？
2026/1/11 5:35,コミック,af2939600,0時間16分,4,10,0.625,40.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161340,2023年頃に発売された漫画の新品が欲しいのですが、何か買う方法はないでしょうか？ 一通りの通販サイ...
2026/1/11 5:35,法律相談,Even,0時間16分,0,3,0.187,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161339,親戚が影で糸を引いているのに、私の家族はその親戚をかなり信用してます。 その親戚は私を陥れて財産横取...
2026/1/11 5:35,ペット,a506b1b3f,0時間16分,1,4,0.25,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161338,フェレットをケージ飼いしているのですが、 フェレットが中にいる状態で急にケージを「ガッシャーン」と強...
2026/1/11 5:34,iPhone,匿名,0時間17分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161337,Apple TV についてです。 アカウントを消したいのですが、どうやったらいいのでしょうか？ あと...
2026/1/11 5:34,恋愛相談、人間関係の悩み,dfv********,0時間17分,2,16,0.941,12.5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161336,2024年10月〜26歳の同い年の彼とお付き合いしています。 2025年10月〜同棲開始しました。 ...
2026/1/11 5:34,絵画,あい,0時間17分,1,7,0.412,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161335,やっぱりibispaintとかの絵の技術って、知識がないとかなり厳しいですね。完全にマスターすればそ...
2026/1/11 5:34,CM,b4cfd208,0時間17分,0,6,0.353,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161334,偶然見たホンダのCMなんですけど、1番最後に出る方って誰ですか？教えてください https://yo...
2026/1/11 5:34,ゲーム,1151224072,0時間17分,1,3,0.176,33.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161333,最近サンブレイクを始めた人です！ 先ほど傀異錬成で、欠けなしの風纏1＋体力回復量1＋スロ1が出てきた...
2026/1/11 5:34,邦楽,1153256361,0時間17分,0,13,0.765,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161332,平成ソング？の質問です！ うろ覚えでリズムも分からず歌詞も合ってるかは分からないのですが 「会いたく...
2026/1/11 5:34,健康、病気、病院,c8350dcd0,0時間17分,0,2,0.118,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161331,50代女性です。 右股関節あたりにいつも違和感があります。 ひどく痛いとかではなく、左に比べて動きが...
2026/1/11 5:34,結婚,1051908376,0時間17分,1,4,0.235,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161330,結婚をされてる方に質問です。既婚、独身のメリットデメリットの意見を聞かせて欲しいです。また結婚前と結...
2026/1/11 5:34,恋愛相談、人間関係の悩み,Tsgt.Noda,0時間17分,1,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161329,職場で嫁と知り合う直前まで自分を振り回してたフィリピン人の彼女擬きですが、余りにもすんなり別れに応じ...
2026/1/11 5:34,メンズ全般,か,0時間17分,0,3,0.176,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161328,カナダグースのダウンのブラックレーベルについて質問です。こちらのダウンを購入しようと思っているのです...
2026/1/10 11:53,スマホアプリ,ito********,17時間58分,7,4001,3.711,0.17,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日4時間4分,3,15166,1.469,0.02,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/8 22:22,日本映画,1152829203,2日7時間29分,5,11764,3.534,0.04,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日9時間23分,9,12538,6.26,0.07,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日17時間4分,5,45157,18.327,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2025/12/30 9:57,Android,ゆ,11日19時間54分,1,0,0.0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
2026/1/1 13:21,Instagram,mas********,9日16時間30分,1,31042,2.225,0.0,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/11 2:38,恋愛相談、人間関係の悩み,bkw********,3時間13分,1,122,0.632,0.82,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324159698,女って、本当にこわい生き物ですね。
2026/1/9 1:09,動画サービス,ace605649,2日4時間42分,1,1662,0.526,0.06,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2026/1/8 9:55,ミュージシャン,bf5c9690b,2日19時間56分,8,95028,23.314,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324064021,ミセスの大森元貴と親密の女性アイドルって誰なんですか！？ 人気若手アイドルA子って書いてますけど。 ...
2026/1/11 5:38,イヌ,プレッツェル,0時間13分,2,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161356,ペットの犬に顔を舐められまくります(後半ちょい自慢かも) 生後4ヶ月ほどのわんちゃんを飼っていますが...
2026/1/11 5:38,邦楽,lD非公開,0時間13分,0,3,0.231,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161357,令和でデビューした人で浜田省吾みたいな音楽を演るミュージシャンを教えてください？
2026/1/11 5:38,メイク、コスメ,a52136967,0時間13分,0,11,0.846,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161355,明日成人式なんですが、今日眉毛サロンに行くのはやめといた方がいいですか？ 前回(1年前くらい)眉毛サ...
2026/1/11 5:37,車検、メンテナンス,kat********,0時間14分,2,11,0.786,18.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161354,タイヤサイズについて。 トヨタTANKのタイヤ交換をしたいのですが、今付いているのが 165/60R...
2026/1/11 5:37,交通事故,shi********,0時間14分,0,5,0.357,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161353,片側一車線の道路です。 反対側の車線に商店街の駐車場から入ろうとした 車が、ハンドルの切り方が甘く（...
2026/1/11 5:37,飲食店,leuk,0時間14分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161352,ハーフサイズ専門店とか、一口だけ専門店とか、少なめ量の専門店とか、そういう飲食店って、少食の人や高齢...
2026/1/11 5:37,大学受験,b6be243e0,0時間14分,0,1,0.071,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161351,Kパックについて 今回690点だったのですが本番ではどれくらいとれそうですか 理系です 受験 大学 ...
2026/1/11 5:37,恋愛相談、人間関係の悩み,aph********,0時間14分,0,4,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161350,三連休は無職がバレないから引きこもりや浪人生は元気になるんですか？
2026/1/11 5:36,恋愛相談,1151271628,0時間15分,3,30,2.0,10.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161347,彼氏以外の人とスキンシップしてしまいました。彼氏以外の男性に、肩を組んだり、腕を掴んで介抱してもらい...
2026/1/11 5:36,Google フォト,非公開,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161346,Googleフォトの写真を削除したらゴミ箱に入ってるのと入ってないのがあるのはなぜでしょうか？
2026/1/11 5:36,恋愛相談、人間関係の悩み,250123,0時間15分,2,15,1.0,13.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161345,学生です。自分の顔が嫌いです。 私は彼氏が出来たことがありません。 兄はいわゆるイケメンで、凄くモテ...
2026/1/11 5:36,大学受験,官職剥奪,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161344,早稲田文学部の国語はなぜあんなにも平均点が高いんですか？ 難易度的には早稲田の中でも難しい部類に感じ...
2026/1/11 5:36,恋愛相談、人間関係の悩み,☆☆☆☆☆☆☆☆☆☆,0時間15分,1,2,0.133,50.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161342,ポケモンのマリィは好きですか？
2026/1/11 5:36,宗教,jce********,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161341,聖書の「宮清め」の章は、どういう意味の逸話なんでしょうか？
2026/1/11 5:35,コミック,af2939600,0時間16分,4,10,0.625,40.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161340,2023年頃に発売された漫画の新品が欲しいのですが、何か買う方法はないでしょうか？ 一通りの通販サイ...
2026/1/11 5:35,法律相談,Even,0時間16分,0,3,0.187,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161339,親戚が影で糸を引いているのに、私の家族はその親戚をかなり信用してます。 その親戚は私を陥れて財産横取...
2026/1/11 5:35,ペット,a506b1b3f,0時間16分,1,4,0.25,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161338,フェレットをケージ飼いしているのですが、 フェレットが中にいる状態で急にケージを「ガッシャーン」と強...
2026/1/11 5:34,iPhone,匿名,0時間17分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161337,Apple TV についてです。 アカウントを消したいのですが、どうやったらいいのでしょうか？ あと...
2026/1/11 5:34,恋愛相談、人間関係の悩み,dfv********,0時間17分,2,18,1.059,11.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161336,2024年10月〜26歳の同い年の彼とお付き合いしています。 2025年10月〜同棲開始しました。 ...
2026/1/11 5:34,絵画,あい,0時間17分,1,9,0.529,11.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161335,やっぱりibispaintとかの絵の技術って、知識がないとかなり厳しいですね。完全にマスターすればそ...
2026/1/11 5:34,CM,b4cfd208,0時間17分,0,6,0.353,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161334,偶然見たホンダのCMなんですけど、1番最後に出る方って誰ですか？教えてください https://yo...
2026/1/11 5:34,ゲーム,1151224072,0時間17分,1,3,0.176,33.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161333,最近サンブレイクを始めた人です！ 先ほど傀異錬成で、欠けなしの風纏1＋体力回復量1＋スロ1が出てきた...
2026/1/11 5:34,邦楽,1153256361,0時間17分,0,13,0.765,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161332,平成ソング？の質問です！ うろ覚えでリズムも分からず歌詞も合ってるかは分からないのですが 「会いたく...
2026/1/11 5:34,健康、病気、病院,c8350dcd0,0時間17分,0,2,0.118,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161331,50代女性です。 右股関節あたりにいつも違和感があります。 ひどく痛いとかではなく、左に比べて動きが...
2026/1/11 5:34,結婚,1051908376,0時間17分,1,4,0.235,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161330,結婚をされてる方に質問です。既婚、独身のメリットデメリットの意見を聞かせて欲しいです。また結婚前と結...
2026/1/11 5:34,恋愛相談、人間関係の悩み,Tsgt.Noda,0時間17分,1,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161329,職場で嫁と知り合う直前まで自分を振り回してたフィリピン人の彼女擬きですが、余りにもすんなり別れに応じ...
2026/1/11 5:34,メンズ全般,か,0時間17分,0,3,0.176,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161328,カナダグースのダウンのブラックレーベルについて質問です。こちらのダウンを購入しようと思っているのです...
2026/1/11 5:33,吹奏楽,おばた,0時間18分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161327,E♭コルネットって吹奏楽で出番あります？
2026/1/11 5:33,デンタルケア,まるもも,0時間18分,0,1,0.056,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161326,右上前歯が痛く歯医者に通い始め1年ちょっと 2週間に1回の診察です。 歯槽膿漏のため いつも歯､歯茎...
2026/1/11 5:33,大学数学,lD非公開,0時間18分,1,9,0.5,11.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161325,"文字A,B,Cの有限列をDとします。 「例えば、ABACとか、AABABAとかです。」 A,B,Cを..."
2026/1/11 5:33,ポケットモンスター,桂ヒナギク,0時間18分,1,7,0.389,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161324,YouTubeでやたら、ポケモンの｢最強トレーナー｣ってアプリが流れてきます。 このアプリは、安全な...
2026/1/11 5:33,アニメ、コミック,1151677743,0時間18分,0,2,0.111,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161323,アニメイト、円盤予約(全巻購入)について 全2巻のBD/DVDが発売されました。(MHA) 各種法人...
2026/1/11 5:33,デンタルケア,匿名,0時間18分,0,3,0.167,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161322,歯 歯並びについて 写真上がイーとした時の歯並び 下が笑った際の見え方です 前歯が大きい(横の歯が小...
2026/1/11 5:33,病気、症状,まくまく(お餅ver),0時間18分,1,9,0.5,11.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161320,私はある内科系の病気を患っています。 それ以外は一応健康で、その病気自体も薬の内服で落ち着いています...
2026/1/11 5:33,エステ、脱毛,1151046644,0時間18分,0,3,0.167,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161319,私はエステティシャン未経験で、この前エステティシャンのお仕事に就き、研修をしました。全部で研修生は4...
2026/1/11 5:33,政治、社会問題,sea********,0時間18分,1,6,0.333,16.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161318,●自宅•周辺に、空き家が増えていませんか？ 後継者不足•少子高齢化等の影響でしょうか？
2026/1/11 5:33,病気、症状,ハムスター小僧,0時間18分,0,4,0.222,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161317,悪玉菌は体にとって必要な存在なのでしょうか？ つまり、何らかの力によって体内の悪玉菌を永続的に、全て...
2026/1/11 5:33,ギター、ベース,tab******seita,0時間18分,1,8,0.444,12.5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161316,テレキャスのネックプレートを交換しようと思います。 https://share.google/puA...
2026/1/11 5:33,自動車,ドラえもん,0時間18分,0,1,0.056,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161314,トラクターでロータリーマルチャーでウネを作るさいに、ちょうどいい設定にしてある状態で車に乗せる場合ロ...
2026/1/11 5:32,ライトノベル,1152164109,0時間19分,0,1,0.053,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161313,無職転生についてなのですが ゼニスを助けに行くとヒトガミは都合が悪いと聞いたのですがなぜ都合が悪いの...
2026/1/10 11:53,スマホアプリ,ito********,17時間58分,7,4015,3.724,0.17,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日4時間4分,3,15173,1.47,0.02,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/1 13:21,Instagram,mas********,9日16時間30分,1,31046,2.226,0.0,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/10 0:27,政治、社会問題,qsefthuk,1日5時間24分,11,2460,1.395,0.45,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324121554,なぜ今、衆議院解散をするのですか？
2026/1/8 22:22,日本映画,1152829203,2日7時間29分,5,11774,3.537,0.04,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日9時間23分,9,12543,6.262,0.07,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日17時間4分,5,45158,18.327,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2026/1/7 21:30,着物、和服,あ,3日8時間21分,4,821,0.17,0.49,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324050471,成人式について質問です 着付け＆ヘアセットが午前3時30分からなのですが、先にメイクするか着付けして...
2026/1/9 1:09,動画サービス,ace605649,2日4時間42分,1,1663,0.526,0.06,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2025/12/30 9:57,Android,ゆ,11日19時間54分,1,0,0.0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
